,Community,Community Latitude,Community Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
767,Near West Side,41.8800656,-87.66676240000001,Bottom Lounge Rooftop Patio,41.885068,-87.661775,Rock Club
768,Near West Side,41.8800656,-87.66676240000001,Windy City Smokeout,41.8734432,-87.6692087,Music Venue
769,Near West Side,41.8800656,-87.66676240000001,Chicago Children's Theatre,41.880152,-87.657498,Theater
770,Near West Side,41.8800656,-87.66676240000001,Mxc Contemporary Dance,41.87647078561528,-87.67616467009057,Dance Studio
771,Near West Side,41.8800656,-87.66676240000001,Red Light Studios,41.889102168887185,-87.66882676958367,Music Venue
772,Near West Side,41.8800656,-87.66676240000001,Nawara Studios,41.88109248842375,-87.65448868274687,Art Gallery
773,Near West Side,41.8800656,-87.66676240000001,Adams St Theater,41.87833552805897,-87.65423731745153,Movie Theater
774,Near West Side,41.8800656,-87.66676240000001,Filter Space,41.88902184270272,-87.67285681963764,Art Gallery
775,Near West Side,41.8800656,-87.66676240000001,Stage Door of the Chicago Theater,41.88519979612079,-87.65405962099301,Theater
776,Near West Side,41.8800656,-87.66676240000001,El Circo Cheapo Cabaret,41.887388,-87.678414,Theater
777,Near West Side,41.8800656,-87.66676240000001,UIC Theatre,41.87457768669502,-87.65321626011632,Theater
778,Near West Side,41.8800656,-87.66676240000001,Lookingglass Scene Shop,41.887908,-87.678379,Theater
779,Near West Side,41.8800656,-87.66676240000001,The Artistic Home,41.891314,-87.661997,Theater
780,Near West Side,41.8800656,-87.66676240000001,Linda Warren Gallery,41.887524,-87.654173,Art Gallery
781,Near West Side,41.8800656,-87.66676240000001,Leviathan,41.887524,-87.654173,Art Gallery
782,Near West Side,41.8800656,-87.66676240000001,Packer Schopf Gallery,41.8858052586329,-87.6514053312412,Art Gallery
783,Near West Side,41.8800656,-87.66676240000001,Dubhe Carreño Gallery,41.88366302595394,-87.65011907720884,Art Gallery
784,Near West Side,41.8800656,-87.66676240000001,Rhona Hoffman Gallery,41.883829,-87.650099,Art Gallery
785,Near West Side,41.8800656,-87.66676240000001,Peter Miller Gallery,41.88385760675104,-87.64967104762638,Art Gallery
786,Near West Side,41.8800656,-87.66676240000001,Western Exhibitions,41.882976742443155,-87.64911327937737,Art Gallery
787,Near West Side,41.8800656,-87.66676240000001,Kavi Gupta Gallery,41.882873,-87.64895,Art Gallery
788,Near West Side,41.8800656,-87.66676240000001,threewalls,41.883722,-87.64918,Art Gallery
789,Near West Side,41.8800656,-87.66676240000001,Andrew Rafacz Gallery,41.882994,-87.648789,Art Gallery
790,Near West Side,41.8800656,-87.66676240000001,Royal Flush Performing Arts,41.8765669,-87.68505670000002,Dance Studio
791,Near West Side,41.8800656,-87.66676240000001,Soho House Movie Theater,41.883819,-87.648357,Movie Theater
792,Near West Side,41.8800656,-87.66676240000001,Ballroom Dance Chicago Loft,41.886607,-87.649164,Dance Studio
793,Near West Side,41.8800656,-87.66676240000001,Chicago Symphany Orchestra,41.877347625863074,-87.64532541418399,Concert Hall
794,Near West Side,41.8800656,-87.66676240000001,Windy City Wedding Dance,41.8890200474778,-87.6474666595459,Dance Studio
795,Near West Side,41.8800656,-87.66676240000001,Circus In The Parks - Commercial Park,41.896655133989256,-87.67344117164612,Performing Arts Venue
796,Near West Side,41.8800656,-87.66676240000001,Studio 1040,41.89449887358511,-87.65383958816528,Art Gallery
797,Near West Side,41.8800656,-87.66676240000001,Robert Burchell,41.890890999999996,-87.685705,Music Venue
798,Near West Side,41.8800656,-87.66676240000001,Woman Made Gallery,41.8940857,-87.6519301,Art Gallery
799,North Lawndale,41.858151299999996,-87.7138812,Lagunitas Beer Circus,41.858144045381955,-87.69192060899948,Circus
800,North Lawndale,41.858151299999996,-87.7138812,Cinemas Entertainment 10,41.86654,-87.70879,Movie Theater
801,North Lawndale,41.858151299999996,-87.7138812,I.C.E. Lawndale 10,41.867143011501874,-87.70982107840423,Movie Theater
802,North Lawndale,41.858151299999996,-87.7138812,ICE Theater Lawn dale,41.867705,-87.709239,Theater
803,North Lawndale,41.858151299999996,-87.7138812,Douglas Park Cultural Center,41.862444,-87.699721,Music Venue
804,North Lawndale,41.858151299999996,-87.7138812,Apollo's 2000,41.851574,-87.69834200000001,Theater
805,North Lawndale,41.858151299999996,-87.7138812,Lagunitas Adult Day Care,41.857216,-87.69178,Tour Provider
806,North Lawndale,41.858151299999996,-87.7138812,Simon Casting,41.859478,-87.690307,Theater
807,South Lawndale,41.8382149,-87.7132729,amdm practice,41.84171545349059,-87.71276609175825,Dance Studio
808,South Lawndale,41.8382149,-87.7132729,Jammie's music palace,41.843065,-87.713876,Music Venue
809,South Lawndale,41.8382149,-87.7132729,Arctic Summer Studio,41.84259727640361,-87.71613838843014,Rock Club
810,South Lawndale,41.8382149,-87.7132729,Meeting Of The Styles,41.83966257500076,-87.7057272392873,Art Gallery
811,South Lawndale,41.8382149,-87.7132729,Richards Video,41.844602,-87.710261,Movie Theater
812,South Lawndale,41.8382149,-87.7132729,Paper Mill Studio,41.84408494938464,-87.718283827688,Music Venue
813,South Lawndale,41.8382149,-87.7132729,Villarte Stop #2,41.844673,-87.718514,Art Gallery
814,South Lawndale,41.8382149,-87.7132729,2553 Ridgeway,41.845685364224664,-87.71850991067257,Art Gallery
815,South Lawndale,41.8382149,-87.7132729,Villarte Pop Up Gallery,41.846343,-87.716403,Art Gallery
816,South Lawndale,41.8382149,-87.7132729,Flavors of Mexico,41.84415812867573,-87.70487557483351,Street Art
817,South Lawndale,41.8382149,-87.7132729,Kristina's Ballet Studio,41.84844,-87.71988,Dance Studio
818,South Lawndale,41.8382149,-87.7132729,Jeffrey Breslow Sculptures,41.828417,-87.705408,Art Gallery
819,South Lawndale,41.8382149,-87.7132729,Mega Super Secret Squirrel Party Event,41.8321642,-87.7265048,Concert Hall
820,South Lawndale,41.8382149,-87.7132729,Gallery,41.82872922211192,-87.7042548601745,Art Gallery
821,South Lawndale,41.8382149,-87.7132729,Crawford Steel Graffiti Walls,41.82816878787732,-87.70429335435347,Art Gallery
822,South Lawndale,41.8382149,-87.7132729,meeting of styles 36th and albany,41.82778704673659,-87.70464461223003,Art Gallery
823,South Lawndale,41.8382149,-87.7132729,"W 36th and Albany, Chicago",41.82836000015538,-87.7030952077449,Arts & Entertainment
824,South Lawndale,41.8382149,-87.7132729,Circo Hermanos Vazquez,41.844454999999996,-87.729649,Circus
825,South Lawndale,41.8382149,-87.7132729,Jurassic Park,41.84636,-87.728155,Music Venue
826,South Lawndale,41.8382149,-87.7132729,Douglas Park,41.8475982,-87.7271123,Music Venue
827,South Lawndale,41.8382149,-87.7132729,Stylish Girl Studio,41.848356,-87.699657,Art Gallery
828,South Lawndale,41.8382149,-87.7132729,The Lounge Upstairs,41.850189208984375,-87.70238494873047,Music Venue
829,South Lawndale,41.8382149,-87.7132729,Museum of Mexican Culture and History,41.852018,-87.70229300000001,Museum
830,South Lawndale,41.8382149,-87.7132729,Pintoras Mexicanas Internacional,41.851312,-87.700655,Art Gallery
831,South Lawndale,41.8382149,-87.7132729,Urban Art Retreat,41.853778,-87.707543,Art Gallery
832,South Lawndale,41.8382149,-87.7132729,Open Center For The Arts,41.85138346865607,-87.7007469412398,Art Gallery
833,South Lawndale,41.8382149,-87.7132729,Urban Art Retreat,41.853907,-87.707585,Art Gallery
834,South Lawndale,41.8382149,-87.7132729,Apollo's 2000,41.851574,-87.69834200000001,Theater
835,South Lawndale,41.8382149,-87.7132729,Plaza Garibaldi,41.84352087149211,-87.69075101549497,Music Venue
836,South Lawndale,41.8382149,-87.7132729,Linda's Dance Studio,41.831806,-87.691158,Dance Studio
837,South Lawndale,41.8382149,-87.7132729,Linda's Dance Studio,41.830538447881004,-87.69147780347387,Dance Studio
838,Lower West Side,41.8541996,-87.66560859999998,Thalia Hall,41.85783222480576,-87.65729185972937,Rock Club
839,Lower West Side,41.8541996,-87.66560859999998,National Museum of Mexican Art,41.856038040550246,-87.6728401511436,Museum
840,Lower West Side,41.8541996,-87.66560859999998,Mana Contemporary,41.85086848928149,-87.65752215853715,Art Gallery
841,Lower West Side,41.8541996,-87.66560859999998,Pilsen Art Walk,41.857298611037464,-87.64658725934382,Art Gallery
842,Lower West Side,41.8541996,-87.66560859999998,Vida Simple Mural By Juan Angel Chávez,41.85468539118033,-87.67634914328353,Art Gallery
843,Lower West Side,41.8541996,-87.66560859999998,NYCH Art Gallery x Robotic Minds,41.857575578345724,-87.64379840217877,Art Gallery
844,Lower West Side,41.8541996,-87.66560859999998,Chicago Art Department (East),41.85583024877117,-87.64657829136613,Art Gallery
845,Lower West Side,41.8541996,-87.66560859999998,National Italian American Sports Hall of Fame,41.86923310761323,-87.6628501117553,Museum
846,Lower West Side,41.8541996,-87.66560859999998,HOUSE OF SOL @ FIESTA DEL SOL,41.85243779187828,-87.66106385095225,Music Venue
847,Lower West Side,41.8541996,-87.66560859999998,Provision Theater,41.86643277191784,-87.65148053099944,Theater
848,Lower West Side,41.8541996,-87.66560859999998,Chicago Fire TV Set,41.864680041533624,-87.65660778652219,Theater
849,Lower West Side,41.8541996,-87.66560859999998,ROOMS,41.85712147273667,-87.64645099782975,Art Gallery
850,Lower West Side,41.8541996,-87.66560859999998,Yollocalli Arts Reach,41.857869,-87.661784,Art Gallery
851,Lower West Side,41.8541996,-87.66560859999998,Sip & Splash,41.85795324001957,-87.65975305726704,Art Gallery
852,Lower West Side,41.8541996,-87.66560859999998,Cobalt Studio,41.854285,-87.675451,Art Gallery
853,Lower West Side,41.8541996,-87.66560859999998,Prospectus Art Gallery,41.85798030357285,-87.65642474724164,Art Gallery
854,Lower West Side,41.8541996,-87.66560859999998,Elevarte Community Studio,41.85484884090318,-87.65398636006294,Art Gallery
855,Lower West Side,41.8541996,-87.66560859999998,Sprite Lounge,41.847923832113985,-87.65631395995179,Music Venue
856,Lower West Side,41.8541996,-87.66560859999998,Recycled Barre,41.85682445174408,-87.6530134677887,Dance Studio
857,Lower West Side,41.8541996,-87.66560859999998,Nubia Gallery Space,41.862568281985546,-87.67248605499331,Art Gallery
858,Lower West Side,41.8541996,-87.66560859999998,MAGI Cultural Art Center,41.85387509709852,-87.68042070730756,Art Gallery
859,Lower West Side,41.8541996,-87.66560859999998,Fearless Radio,41.85322648279374,-87.65020561014529,Rock Club
860,Lower West Side,41.8541996,-87.66560859999998,Fempress Fit,41.853308317924984,-87.65002012252808,Dance Studio
861,Lower West Side,41.8541996,-87.66560859999998,Nevermore Park,41.859802,-87.650999,Art Gallery
862,Lower West Side,41.8541996,-87.66560859999998,Marquette Memorial,41.843892,-87.675483,Memorial Site
863,Lower West Side,41.8541996,-87.66560859999998,Knock Down Barns,41.855521,-87.648049,Music Venue
864,Lower West Side,41.8541996,-87.66560859999998,The Pilsen Office | yN,41.856993,-87.647321,Art Gallery
865,Lower West Side,41.8541996,-87.66560859999998,Studio 101 Chicago,41.855872999999995,-87.646906,Art Gallery
866,Lower West Side,41.8541996,-87.66560859999998,Chicago Art Department (West),41.855707700643514,-87.6467826962471,Art Gallery
867,Lower West Side,41.8541996,-87.66560859999998,Both Sides Gallery,41.856857,-87.646918,Art Gallery
868,Lower West Side,41.8541996,-87.66560859999998,URI-EICHEN gallery,41.854088,-87.646259,Art Gallery
869,Lower West Side,41.8541996,-87.66560859999998,Black Cloud Gallery,41.85644367599864,-87.64644633919838,Art Gallery
870,Lower West Side,41.8541996,-87.66560859999998,Architectural Anarchy,41.85175599,-87.64639377593994,Art Gallery
871,Lower West Side,41.8541996,-87.66560859999998,Made,41.8588513,-87.64657718333333,Art Gallery
872,Lower West Side,41.8541996,-87.66560859999998,Chicago Arts District,41.860694440701316,-87.64672261419425,Art Gallery
873,Lower West Side,41.8541996,-87.66560859999998,ROOMS Gallery,41.85802568157853,-87.6442750770496,Art Gallery
874,Lower West Side,41.8541996,-87.66560859999998,Musiczone Rehearsal Sudios,41.85927485561496,-87.68685215327794,Music Venue
875,Lower West Side,41.8541996,-87.66560859999998,Human Thread,41.857372,-87.64364499999999,Art Gallery
876,Lower West Side,41.8541996,-87.66560859999998,UIC Dance Studio,41.866436,-87.650371,Dance Studio
877,Lower West Side,41.8541996,-87.66560859999998,The Music Zone Rehearsal Studios,41.859423775655834,-87.68716503726831,Performing Arts Venue
878,Lower West Side,41.8541996,-87.66560859999998,"""My House"" - Jess",41.83806,-87.658869,Roller Rink
879,Lower West Side,41.8541996,-87.66560859999998,Redmoon Lunatique,41.853468737882814,-87.64255497734341,Theater
880,Lower West Side,41.8541996,-87.66560859999998,Redmoon: Boneshaker,41.8537248202,-87.64241524650974,Theater
881,Lower West Side,41.8541996,-87.66560859999998,Redmoon,41.853418,-87.642412,Theater
882,Lower West Side,41.8541996,-87.66560859999998,ARTRevolution,41.853011600914385,-87.64193267703054,Art Gallery
883,Lower West Side,41.8541996,-87.66560859999998,Chicago Urban Art Society,41.8529615844322,-87.64188522911509,Art Gallery
884,Lower West Side,41.8541996,-87.66560859999998,Color Cocktail Factory,41.85278,-87.64183,Art Gallery
885,Lower West Side,41.8541996,-87.66560859999998,Dance Infusion,41.8377,-87.65651700000001,Dance Studio
886,Loop,41.881609399999995,-87.6294574,Hamilton The Musical,41.881049341650346,-87.62881058588185,Theater
887,Loop,41.881609399999995,-87.6294574,CIBC Theatre,41.881234571118426,-87.62879525582635,Theater
888,Loop,41.881609399999995,-87.6294574,Broadway In Chicago,41.88282995495292,-87.62786415482503,Performing Arts Venue
889,Loop,41.881609399999995,-87.6294574,Daley Plaza Picasso,41.883493214400346,-87.6298112824397,Public Art
890,Loop,41.881609399999995,-87.6294574,James M. Nederlander Theatre,41.88441581705103,-87.6288608028818,Theater
891,Loop,41.881609399999995,-87.6294574,Cadillac Palace Theatre,41.88400646666445,-87.63314419432791,Theater
892,Loop,41.881609399999995,-87.6294574,Goodman Theatre,41.88486544771689,-87.62972639019313,Theater
893,Loop,41.881609399999995,-87.6294574,Gene Siskel Film Center,41.88500714054633,-87.62791573046748,Indie Movie Theater
894,Loop,41.881609399999995,-87.6294574,The Joffrey Ballet,41.884616028557055,-87.62761166089008,Dance Studio
895,Loop,41.881609399999995,-87.6294574,Symphony Center (Chicago Symphony Orchestra),41.87927535633318,-87.62468041570357,Concert Hall
896,Loop,41.881609399999995,-87.6294574,The Chicago Theatre,41.8855389313031,-87.6271507302385,Theater
897,Loop,41.881609399999995,-87.6294574,Chicago Cultural Center,41.883640263310966,-87.62467077533687,Museum
898,Loop,41.881609399999995,-87.6294574,The Art Institute of Chicago,41.87960961577188,-87.62355247900402,Art Museum
899,Loop,41.881609399999995,-87.6294574,Cloud Gate by Anish Kapoor,41.882668094222694,-87.62331873178482,Outdoor Sculpture
900,Loop,41.881609399999995,-87.6294574,Tiffany Dome At The Chicago Cultural Center,41.883480558192666,-87.62469267025614,Concert Hall
901,Loop,41.881609399999995,-87.6294574,Chicago Architecture Foundation,41.878556492385385,-87.62455021572826,Museum
902,Loop,41.881609399999995,-87.6294574,Thorne Miniature Rooms,41.87953234792995,-87.62368003134884,Museum
903,Loop,41.881609399999995,-87.6294574,Jay Pritzker Pavilion,41.882614176795556,-87.62178182601929,Amphitheater
904,Loop,41.881609399999995,-87.6294574,Chicago Federal Reserve Money Museum,41.878116600782356,-87.63276454156139,Museum
905,Loop,41.881609399999995,-87.6294574,The Modern Wing,41.880365338839304,-87.62222687680085,Art Gallery
906,Loop,41.881609399999995,-87.6294574,"Chagall Mosaic, ""The Four Seasons""",41.880880072372314,-87.629683491679,Public Art
907,Loop,41.881609399999995,-87.6294574,Auditorium Theatre,41.87605807115569,-87.62530297973589,Theater
908,Loop,41.881609399999995,-87.6294574,Civic Opera House,41.88262616495191,-87.63706660694655,Opera House
909,Loop,41.881609399999995,-87.6294574,House of Blues,41.88798373970122,-87.62869757560051,Music Venue
910,Loop,41.881609399999995,-87.6294574,AMC Dine-in Theatres Block 37,41.883838210532765,-87.62862160890833,Movie Theater
911,Loop,41.881609399999995,-87.6294574,Chicago Architecture Biennial,41.88413624846673,-87.62467198018983,Exhibit
912,Loop,41.881609399999995,-87.6294574,Harris Theatre for Music and Dance,41.883882629843264,-87.62199169168427,Theater
913,Loop,41.881609399999995,-87.6294574,Chicago Design Museum,41.883872851903995,-87.628247836521,Museum
914,Loop,41.881609399999995,-87.6294574,Chicago Architecture Center,41.88772,-87.62365,Tour Provider
915,Loop,41.881609399999995,-87.6294574,Alexander Calder's Flamingo Sculpture,41.87894077714916,-87.629674693762,Public Art
916,Loop,41.881609399999995,-87.6294574,Miró's Chicago,41.88309743507456,-87.63034880161285,Outdoor Sculpture
917,Loop,41.881609399999995,-87.6294574,Buddy Guy's Legends,41.87303431768606,-87.62613544504586,Music Venue
918,Loop,41.881609399999995,-87.6294574,Joffrey Academy of Dance,41.88462836341265,-87.62748052952564,Dance Studio
919,Loop,41.881609399999995,-87.6294574,McCormick Bridgehouse & Chicago River Museum,41.888857898520435,-87.62477730119244,Museum
920,Loop,41.881609399999995,-87.6294574,American Writers Museum,41.8856399499154,-87.62467265974641,Museum
921,Loop,41.881609399999995,-87.6294574,Jazz Showcase,41.87164953224227,-87.6287068370349,Jazz Club
922,Loop,41.881609399999995,-87.6294574,Andy's Jazz Club,41.88994847311191,-87.62741519170149,Jazz Club
923,Loop,41.881609399999995,-87.6294574,Auditorium Building,41.8758584524488,-87.62456456488142,Concert Hall
924,Loop,41.881609399999995,-87.6294574,American Modern Art 1900-1950,41.879595817042215,-87.62234839654798,Exhibit
925,Loop,41.881609399999995,-87.6294574,SummerDance,41.87380378248589,-87.62333525297535,Dance Studio
926,Loop,41.881609399999995,-87.6294574,Blue Chicago,41.89221669709186,-87.63121390145514,Jazz Club
927,Loop,41.881609399999995,-87.6294574,The Comedy Bar,41.89090925395093,-87.63293182385166,Comedy Club
928,Loop,41.881609399999995,-87.6294574,Lyric Opera House,41.882523660853515,-87.63744379733423,Theater
929,Loop,41.881609399999995,-87.6294574,Petrillo Music Shell,41.87924006714505,-87.61967679212778,Music Venue
930,Loop,41.881609399999995,-87.6294574,Primitive,41.88405872809111,-87.64338400028771,Art Gallery
931,Loop,41.881609399999995,-87.6294574,Illinois Artisans,41.885004006555654,-87.63133102586146,Art Gallery
932,Loop,41.881609399999995,-87.6294574,Richard H. Driehaus Museum,41.8941464641465,-87.62638672858387,Museum
933,Loop,41.881609399999995,-87.6294574,ShowPlace ICON at Roosevelt Collection,41.8695233002326,-87.63271255790784,Multiplex
934,Loop,41.881609399999995,-87.6294574,Chagall's American Windows,41.87986236633872,-87.6211799362351,Exhibit
935,Loop,41.881609399999995,-87.6294574,Winter's Jazz Club,41.890753049900695,-87.61670489067902,Jazz Club
936,Loop,41.881609399999995,-87.6294574,AMC Loews 600 North Michigan 9,41.892672148898086,-87.62441229218054,Multiplex
937,Loop,41.881609399999995,-87.6294574,Museum of Contemporary Photography,41.874381627590104,-87.62452359707625,Art Museum
938,Loop,41.881609399999995,-87.6294574,Weird Chicago Tours,41.89302688325178,-87.63150862139968,Tour Provider
939,Loop,41.881609399999995,-87.6294574,Lichtenstein Exhibit,41.880422765380175,-87.62235220810877,Exhibit
940,Loop,41.881609399999995,-87.6294574,AMC River East 21,41.89123442048791,-87.61900716753219,Multiplex
941,Loop,41.881609399999995,-87.6294574,Impressionism Fashion & Modernity,41.87898871344229,-87.62269927763005,Museum
942,Loop,41.881609399999995,-87.6294574,Monument with Standing Beast - Dubuffet sculpture,41.88452986076275,-87.63114864338496,Public Art
943,Loop,41.881609399999995,-87.6294574,Lookingglass Theatre Company,41.89738052124698,-87.62396154357779,Theater
944,Loop,41.881609399999995,-87.6294574,Grant Park Stage,41.870087,-87.618912,Music Venue
945,Loop,41.881609399999995,-87.6294574,Chicago Architecture Foundation River Cruise,41.890877,-87.609289,Tour Provider
946,Loop,41.881609399999995,-87.6294574,Museum of Contemporary Art Chicago,41.89727202977523,-87.62137639873472,Art Museum
947,Loop,41.881609399999995,-87.6294574,Howl at the Moon,41.89002221618583,-87.62911666146321,Piano Bar
948,Loop,41.881609399999995,-87.6294574,The Field Museum,41.86632227693518,-87.61702679762847,History Museum
949,Loop,41.881609399999995,-87.6294574,Broadway Playhouse,41.8984750785824,-87.62267812682455,Performing Arts Venue
950,Loop,41.881609399999995,-87.6294574,Sue The T. Rex,41.86637723714925,-87.61698394983296,History Museum
951,Loop,41.881609399999995,-87.6294574,Mazi Dance Fitness,41.87293799636668,-87.62735849652643,Dance Studio
952,Loop,41.881609399999995,-87.6294574,JBTV,41.89160026888322,-87.63636860091862,Rock Club
953,Loop,41.881609399999995,-87.6294574,Refuge Live,41.87635758171276,-87.63075010592013,Music Venue
954,Loop,41.881609399999995,-87.6294574,Jane Addams Hull-House Museum,41.87167254499811,-87.64723844906788,History Museum
955,Loop,41.881609399999995,-87.6294574,Gen. John Logan Horse Statue,41.87063053283893,-87.62348451264027,Public Art
956,Loop,41.881609399999995,-87.6294574,Loyola University Museum of Art,41.89737544144414,-87.62499308375543,Art Museum
957,Loop,41.881609399999995,-87.6294574,DePaul - Merle Reskin Theatre,41.873200572698394,-87.62534999579402,Theater
958,Loop,41.881609399999995,-87.6294574,Chicago Crime Tours,41.897415855765004,-87.62399038268009,Tour Provider
959,Loop,41.881609399999995,-87.6294574,The Arts Club Of Chicago,41.89289550956607,-87.62260851055935,Museum
960,Loop,41.881609399999995,-87.6294574,Actors' Equity,41.88443166191844,-87.64216594629701,Theater
961,Loop,41.881609399999995,-87.6294574,The Art Of Dr Seuss,41.897874606202166,-87.6229246718044,Art Gallery
962,Loop,41.881609399999995,-87.6294574,National Hellenic Museum,41.87684123900458,-87.6469574486249,History Museum
963,Loop,41.881609399999995,-87.6294574,Arthur Murray Dance School,41.89079114474223,-87.63185491376721,Dance Studio
964,Loop,41.881609399999995,-87.6294574,Hot Tix,41.88452667913965,-87.6250700453602,Theater
965,Loop,41.881609399999995,-87.6294574,Ganz Hall,41.8759393074068,-87.62519617235826,Concert Hall
966,Near South Side,41.8566999,-87.6247738,Glessner House Museum,41.85778400869447,-87.62142185597942,Museum
967,Near South Side,41.8566999,-87.6247738,Reggie's Rock Club,41.85386902532445,-87.62688309619895,Rock Club
968,Near South Side,41.8566999,-87.6247738,The Field Museum,41.86632227693518,-87.61702679762847,History Museum
969,Near South Side,41.8566999,-87.6247738,Sue The T. Rex,41.86637723714925,-87.61698394983296,History Museum
970,Near South Side,41.8566999,-87.6247738,Volta By Cirque Du Soleil,41.856483,-87.614679,Circus
971,Near South Side,41.8566999,-87.6247738,ShowPlace ICON at Roosevelt Collection,41.8695233002326,-87.63271255790784,Multiplex
972,Near South Side,41.8566999,-87.6247738,Jazz Showcase,41.87164953224227,-87.6287068370349,Jazz Club
973,Near South Side,41.8566999,-87.6247738,Buddy Guy's Legends,41.87303431768606,-87.62613544504586,Music Venue
974,Near South Side,41.8566999,-87.6247738,Grant Park Stage,41.870087,-87.618912,Music Venue
975,Near South Side,41.8566999,-87.6247738,Adler Planetarium,41.866383,-87.606758,Planetarium
976,Near South Side,41.8566999,-87.6247738,Arie Crown Theater,41.85204368445924,-87.61184930124021,Theater
977,Near South Side,41.8566999,-87.6247738,Grainger Sky Theater,41.86636988366481,-87.60698323000007,Movie Theater
978,Near South Side,41.8566999,-87.6247738,Pilsen Art Walk,41.857298611037464,-87.64658725934382,Art Gallery
979,Near South Side,41.8566999,-87.6247738,SummerDance,41.87380378248589,-87.62333525297535,Dance Studio
980,Near South Side,41.8566999,-87.6247738,NYCH Art Gallery x Robotic Minds,41.857575578345724,-87.64379840217877,Art Gallery
981,Near South Side,41.8566999,-87.6247738,Huntington Bank Pavilion,41.8631370250855,-87.6085638999939,Amphitheater
982,Near South Side,41.8566999,-87.6247738,Definiti Theater,41.866396704495266,-87.60685685177131,Planetarium
983,Near South Side,41.8566999,-87.6247738,Solar System Gallery,41.8665696836103,-87.60683864431068,Planetarium
984,Near South Side,41.8566999,-87.6247738,Gen. John Logan Horse Statue,41.87063053283893,-87.62348451264027,Public Art
985,Near South Side,41.8566999,-87.6247738,Museum of Contemporary Photography,41.874381627590104,-87.62452359707625,Art Museum
986,Near South Side,41.8566999,-87.6247738,The Field Museum Lascaux Exhibit,41.8662336039325,-87.61702532457694,History Museum
987,Near South Side,41.8566999,-87.6247738,Evolving Planet,41.86636979833729,-87.6169563632696,History Museum
988,Near South Side,41.8566999,-87.6247738,Mazi Dance Fitness,41.87293799636668,-87.62735849652643,Dance Studio
989,Near South Side,41.8566999,-87.6247738,Clarke House Museum,41.857052951788425,-87.62150380485468,History Museum
990,Near South Side,41.8566999,-87.6247738,James Simpson Theatre,41.86613190189031,-87.61905549455965,Theater
991,Near South Side,41.8566999,-87.6247738,Samuel C. Johnson Family Star Theater,41.866312477430256,-87.60759181169635,Planetarium
992,Near South Side,41.8566999,-87.6247738,Chicago Art Department (East),41.85583024877117,-87.64657829136613,Art Gallery
993,Near South Side,41.8566999,-87.6247738,DePaul - Merle Reskin Theatre,41.873200572698394,-87.62534999579402,Theater
994,Near South Side,41.8566999,-87.6247738,Intrigue Dance & Performing Arts Center,41.85565706067876,-87.6281169803655,Dance Studio
995,Near South Side,41.8566999,-87.6247738,Hall of Gems,41.86622914463759,-87.61707756830073,Museum
996,Near South Side,41.8566999,-87.6247738,Underground Adventure,41.86617192818509,-87.61694291902982,Museum
997,Near South Side,41.8566999,-87.6247738,Rice Amphitheater & Aquatic Show,41.86767988398303,-87.61313956620418,Science Museum
998,Near South Side,41.8566999,-87.6247738,The Ancient Americas,41.86636654439582,-87.61701830661889,History Museum
999,Near South Side,41.8566999,-87.6247738,Ancient Egypt,41.86625924930326,-87.61705027527599,Arts & Entertainment
1000,Near South Side,41.8566999,-87.6247738,Opening the Vaults: Wonders of the 1893 World's Fair at The Field Museum,41.86637646736546,-87.61700575518627,History Museum
1001,Near South Side,41.8566999,-87.6247738,Chicago Summer Dance in Grant Park,41.87416283696295,-87.62379329248434,Performing Arts Venue
1002,Near South Side,41.8566999,-87.6247738,4-D Experience,41.867347339042844,-87.61325623593427,Movie Theater
1003,Near South Side,41.8566999,-87.6247738,Chicago Summer Dance,41.87407597755093,-87.62377252514618,Music Venue
1004,Near South Side,41.8566999,-87.6247738,Chinese-American Museum,41.8510327171934,-87.6335429433757,History Museum
1005,Near South Side,41.8566999,-87.6247738,icon movie theater,41.85512839730013,-87.63271977360432,Movie Theater
1006,Near South Side,41.8566999,-87.6247738,South Wabash Studios,41.855022091043175,-87.6257836818695,Music Venue
1007,Near South Side,41.8566999,-87.6247738,Indie-Art Media,41.854941826285554,-87.62570710311968,Dance Studio
1008,Near South Side,41.8566999,-87.6247738,ROOMS,41.85712147273667,-87.64645099782975,Art Gallery
1009,Near South Side,41.8566999,-87.6247738,19 East Gallery,41.85382566124516,-87.62630960847207,Art Gallery
1010,Near South Side,41.8566999,-87.6247738,Windy City Playhouse South,41.85201,-87.623344,Theater
1011,Near South Side,41.8566999,-87.6247738,Bassline Night Club,41.851785,-87.6233298,Music Venue
1012,Near South Side,41.8566999,-87.6247738,Studio Rental Chicago,41.8510950388563,-87.62342870577862,Art Gallery
1013,Near South Side,41.8566999,-87.6247738,Midwest Band And Orchestra Clinic,41.850834260990915,-87.62190658265267,Concert Hall
1014,Near South Side,41.8566999,-87.6247738,Nine Dragon Wall,41.853015824849074,-87.63152938235496,Public Art
1015,Near South Side,41.8566999,-87.6247738,Dr. Sun Yat-Sen Museum of Chicago,41.85155,-87.631694,History Museum
1016,Near South Side,41.8566999,-87.6247738,Motor Row Gallery,41.84915975713534,-87.62366080860923,Art Gallery
1017,Near South Side,41.8566999,-87.6247738,Piano Forte,41.864785,-87.623695,Music Venue
1018,Near South Side,41.8566999,-87.6247738,www.MyCityMyDream.com,41.865041,-87.625229,Music Venue
